sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
/,13832,7890,1741,14987,12,1155689,4.3377674956622325E-4,1.1137398800603926,5.1963477331504375
/styles/common.css,4637,39,14,52,2,3019,0.0,0.3737832898475396,0.2139033279791584
/scripts/jquery.js,4637,104,39,236,4,4299,0.0,0.37378274750390994,100.6629060982893
/styles/cookies.css,4637,35,14,54,1,2630,0.0,0.37377693247389626,1.0223648725001098
/scripts/jquery-ui.js,4637,143,61,323,6,6307,0.0,0.37377599847039605,169.8260739456456
/styles/jmenu.css,4637,36,14,63,1,2671,0.0,0.37377557666389377,0.7019242518795583
/scripts/Chart.js,4637,162,69,352,8,5685,0.0,0.37377521511622097,207.53613308927208
/scripts/jmenu.js,4637,41,14,64,1,4722,0.0,0.37377400996236304,3.9501196538306154
/styles/displaytag.css,4637,39,14,65,1,4067,0.0,0.37377358816034884,1.1143855123569772
/security/login.do,4637,7304,1333,13422,9,1235194,4.3131334914815614E-4,0.37342806073903645,1.2349843680603847
/j_spring_security_check,4635,15175,4922,30302,39,555005,0.0023732470334412083,0.37325818884979944,2.0047296999185353
/problem/company/list.do,22998,8265,2783,15832,31,1394879,8.261587964170798E-4,1.850439465292352,14.166780247474957
/problem/company/create.do,4619,7738,1723,14544,17,610615,8.659883091578263E-4,0.37208590439671974,1.8998372936016772
/problem/company/edit.do,13801,14682,5674,28034,25,995079,0.0011593362799797117,1.1118789860591756,7.935164303111456
/problem/company/display.do,4599,14500,4722,28401,32,1380077,6.523157208088715E-4,0.3706249394077786,2.002523101275501
/problem/company/delete.do,4578,14144,4849,28750,17,651780,8.737439930100481E-4,0.3691780667262341,1.9944709223887385
/j_spring_security_logout,4574,7213,1697,14159,6,450416,8.745080891998251E-4,0.36888057648598427,1.6968669072992788
TOTAL,115369,7012,1094,14189,1,1394879,5.980809402872522E-4,9.27862396258986,522.0177264091183
