sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
/message/admin/broadcast.do,20000,244,21,619,1,12155,0.0,184.65515649524514,724.1457444920829
TOTAL,20000,244,21,619,1,12155,0.0,184.65515649524514,724.1457444920829
